accession,norm int m/z_126.127725,norm int m/z_127.12476,norm int m/z_128.134433,norm int m/z_129.131468,norm int m/z_130.141141,norm int m/z_131.138176,norm int m/z_126.127725_2,norm int m/z_127.12476_2,norm int m/z_128.134433_2,norm int m/z_129.131468_2,norm int m/z_130.141141_2,norm int m/z_131.138176_2
P52179,19.5470056404927,19.562528849798518,19.538596436450476,19.46049741223144,19.285682410128928,19.420058138089537,19.511857196734596,19.521573776148227,19.492768246579566,19.417758524572815,19.251235771643522,19.376762351600224
P14625,19.45758658520964,19.475310269021477,19.458528771240776,19.640167251420888,19.88370054691729,19.723853342686365,19.532681234728045,19.547617441947512,19.569969612030896,19.692830214637244,19.867383481900333,19.72859182658534
P28331,19.074558316548114,19.054843576206103,19.159865326850177,18.878868910270153,18.965704145235218,19.048980869248346,18.978170542694727,19.01081463430738,19.055676842027,18.87036893418115,18.88684372381499,18.9606356482552
P07585,19.515946737177696,19.848612029957938,20.1363324533628,19.97259902930752,20.436439529104756,20.041802746179574,19.43503243052454,19.678940878071504,19.90020168012116,19.81842285425595,20.304747793056972,19.978824170521843
P40926,20.444363065525547,20.175109239843863,20.099592295549115,20.402758371324293,20.52645732548589,20.216139852533107,21.50019393038184,21.231620453214813,20.84172019926894,21.429590247179295,21.61884424800963,21.275371547816118
Q8WZ42,19.84232006287881,19.81491478607075,19.807760987685988,19.8148950145135,19.75698752252093,19.802182833344038,19.87926747296247,19.85237997273128,19.829136939332653,19.838010020607488,19.759532750207445,19.82487978195579
P36957,19.85241795273503,19.997746093079684,19.96613660299618,20.067024768362415,20.27154418451289,20.216509762368634,19.947743780743494,20.123103704965708,20.065872032824462,20.173789354564537,20.343335023170212,20.31018192118692
P15311,18.95856378820889,19.047241811267423,18.77769167343573,18.922967080052867,19.05550076918735,18.832348388984613,19.150792860006593,19.251883406577463,18.938399403210855,19.05695319078455,19.176312569315076,18.988516193520027
P07437,18.86595372212562,19.00793318508634,18.92662589315852,18.81720081213212,19.038546096320285,19.040747769058427,18.566218262072574,18.963029518245147,18.514137250657644,18.474987836927493,18.64612228627572,18.67082219375841
O43772,18.588343155265488,18.92590353956832,19.203619238029052,19.07050969107079,18.950837304256027,19.047297894539593,18.846779428464863,19.065400803225348,19.351029429150714,19.23586738501421,19.096414484493753,19.155367147174367
P04179,20.090464984815544,20.420799503842794,20.019545665150947,20.46882029864581,20.673501112446736,20.2791677864298,19.574090251629354,20.026232545951512,19.54312875789213,19.977481178301232,20.264710228595195,19.84456275466455
O15145,19.1239386758499,19.184769624479063,19.287575610085234,19.133314504727444,19.407318246566263,19.251218871319207,19.089855618394175,19.126655753439792,19.15023649892419,19.20022172811172,19.39789116048525,19.254797965157714
Q6YN16,19.17606435545774,19.254171295317988,18.834509442661837,19.484194846553123,19.26154837565913,19.18910225375874,19.398889540366433,19.4303813299078,19.051638791665138,19.601188623239295,19.380674294647374,19.318863275427027
P42765,19.588562761100608,19.869217078161128,19.687245571729328,19.74449436869141,19.613426184355454,19.63815456979435,19.2190881457673,19.468985335608345,19.252186933776425,19.318940882510912,19.213817884493412,19.205463955767275
P14174,17.760620355974474,17.62334090666036,18.12487857642602,18.188162230670986,18.49554016011745,18.341400113955586,17.87979262238388,17.73895976440109,18.31704599290438,18.343051220069892,18.44389053654986,18.371938257961013
Q05639,19.164676676386698,19.32499245829087,19.27737367879341,19.246361832051832,19.184043572382247,19.28161653082474,19.15773041608874,19.363086699194476,19.271620572419227,19.243636817590442,19.189432334612974,19.249229724195562
P45379,19.982168864685836,19.906764700649695,19.9745298866345,19.901065909335873,19.640391272432915,19.84876504407534,19.069709885590633,18.927598296759008,18.999353750856564,18.942247022074437,18.83361590003151,18.95055561228106
P20774,18.853441146584924,19.44056506033656,19.479903782558463,19.611727625709918,20.040374278219637,19.663988869377373,18.96816051926908,19.453880625251607,19.436294713118208,19.55256805219438,19.95085934071003,19.591362165249194
P21796,20.457546638631232,20.505844915159027,20.668280682787913,20.420527732469644,20.681110559949936,20.600543741684856,22.359793557724323,22.33765822052854,22.563053493643945,22.317438916885973,22.577142110987122,22.512375073986895
Q9Y277,20.534611292965742,20.5692058655381,20.740566815247746,20.507266048172536,20.53453656881503,20.62028308058973,22.018173271228115,22.000331620106955,22.241110623979566,21.96480470177912,22.15616405385444,22.13749849872082
P40429,19.079710473736952,19.14450639421467,19.209965350975995,19.176047720290295,19.317840227741982,19.240664410773807,18.754492178368185,18.828740208658026,18.841287305011495,18.783562930478304,18.940391603356684,18.89010036828036
P14618,18.721189628076235,18.817640056581382,18.51504317300323,18.931243782114297,19.40215967925108,19.16747070229397,18.906993088124246,18.98347958491307,18.711334818942667,19.072888425380132,19.5110977610726,19.270713755040124
P62070,18.929301758197255,19.105734625193396,18.99261014965064,19.44926620865368,19.403775572811462,19.18279441068479,,,,,,
P17540,20.77940136799984,20.512038261820344,20.74902620821718,20.381451180839942,20.620675966169514,20.632300862985073,20.13376979987242,20.042396981776445,20.03573579982119,19.815092420733443,19.972042287696308,20.02972969632181
P30046,18.08815157862341,18.247018869309105,18.07976773039415,18.101818390648813,18.18002407934258,18.069385097710235,18.25898921143632,18.41732923871791,18.26256516085818,18.336785476203755,18.30081056975139,18.3114866892993
P55268,18.86187502826786,18.84254812582128,18.899829580680198,18.97993224786655,19.091627064172425,18.876620091016832,19.0286498941058,18.959268674530335,19.060185161177177,19.10663225193449,19.22473832189511,19.027416799513865
P49411,20.234186067137895,20.129457544209664,20.443554185696488,19.909597949948,19.989176532888127,19.877837917785484,19.89120705869745,19.840081949397618,20.17343650848839,19.76697185387546,19.83006503728816,19.911128065352536
P09972,20.83159942961333,20.80676066350483,20.33559567480217,20.8552776008384,21.16202437040258,21.19804396396756,20.030199287368813,20.035126245377178,19.50609556972557,20.00909480097447,20.192995530856713,20.157256342154128
P30084,20.522648477929334,20.395230362357374,19.85996875984855,20.56203331310608,20.75032033003336,20.5390614737809,20.54872428036335,20.427287674348122,19.81403539372789,20.609984876766433,20.779768080155655,20.60218904057811
Q9Y235,18.64219486630947,18.563135185232095,18.531854310394124,18.66571411422138,18.404545370505076,18.470466641711337,18.425409547520804,18.3535711510563,18.332028897314885,18.380489601798974,18.051481130867483,18.143092937683203
P30086,20.538939130004817,20.65985133982908,20.69291342178173,20.40156000952199,20.30010422492206,20.474947894119726,20.11347320730065,20.259547316975322,20.27657881172887,19.983325918375805,19.808021078164405,19.93945008494245
Q9Y4W6,19.648005801450267,19.49960553983781,19.256914684676946,19.51397398468981,19.56309449018031,19.52950557181929,19.633704893189968,19.555701607728963,19.148649535335622,19.461085925886866,19.550231869281607,19.460842692019554
P78417,19.47185657172985,19.484150643000536,19.166042421398018,19.652167500561664,19.646941158143175,19.5446909291254,19.430715110684194,19.41713223993382,19.021765661319858,19.529025944323458,19.571662664798648,19.432997727049695
Q03252,18.250444619586034,18.25428035409536,18.38419689520145,18.1413602813463,18.468627224581414,18.35406639866926,18.527563979940417,18.52132822189863,18.61566038241195,18.34297312022525,18.686301423389498,18.49307881149267
Q02252,19.71346643047813,19.779762390313103,19.343514894214564,19.5210953390431,19.788348870027715,19.74417371236786,19.838805524050073,19.92159980930493,19.51461852050243,19.664396588215748,19.879063425133165,19.792169267842702
P11182,19.380984402010505,19.679571811364152,19.683408653255736,19.44718364087166,19.61990561242468,19.600851875828187,19.150452454578108,19.374579540597765,19.374401537896187,19.146738775614303,19.305052127258534,19.324860803630646
P51888,18.697958902579117,18.837482818739026,18.82930388028114,18.872274326515758,19.69915028610976,19.068874692657406,18.64359023880904,18.85649027190623,18.806383472914696,18.957486385497347,19.786475600090796,19.144326146586774
Q15124,19.666635979066456,19.649466038280327,19.649228315424875,19.724137019601752,19.73708246058702,19.425312728659055,19.010637069872338,19.130111604037722,19.070323337458014,19.358095502980085,19.320930283554382,19.23583712453603
P68363,19.91505121159975,19.952378361155407,19.931642462271785,19.908140114144178,20.143793263660918,20.100136876661804,20.383272515246723,20.397673066362678,20.37852758315545,20.290419118658605,20.549039036743327,20.5227227956347
Q71U36,19.91505121159975,19.952378361155407,19.931642462271785,19.908140114144178,20.143793263660918,20.100136876661804,20.383272515246723,20.397673066362678,20.37852758315545,20.290419118658605,20.549039036743327,20.5227227956347
P68366,20.004946331136576,20.158980042251684,20.02416099051481,20.213350343484944,20.24200030979679,20.22176145101409,20.158290935080387,20.304138820555163,20.164833989422696,20.319764874867477,20.38263443221177,20.37228131855881
Q9NPC6,19.972342143649012,19.972736190152943,20.095660681115675,20.271549940531546,19.90942545545561,20.115720935937325,20.69885482101117,20.851327054654483,20.904047806298834,20.812825410133303,20.57241752509767,20.76891674125019
P25788,18.215135993546014,18.13208171124387,18.052305353996584,18.33987609305382,18.48046974100778,18.278081876994435,17.89272660436562,17.659448954517725,17.535476631422117,17.8158304409596,17.901126160410374,17.58063397508984
P62081,19.319135874497682,19.335564099059702,19.32295979791803,19.42400837056205,19.462840724004174,19.519356311183618,19.28648646974679,19.285733177825698,19.220601275176975,19.296618720704572,19.489630831288856,19.48631575269835
Q03135,19.237471403129337,19.303112556070577,19.414197979727337,19.322095389909975,19.402720644872254,19.360416319865877,19.840870412112285,19.902590920792747,19.968115789864523,19.94998454248111,19.934991195481643,19.902256451425107
P62913,19.197463094387732,19.14196242147069,19.170643132299418,19.162294621634093,19.218927382942947,19.300671327928082,19.83104327468209,19.797400305004572,19.844117269587997,19.765559139366626,19.856142311011375,19.83965437535577
P62829,19.105473760824932,19.126221742932955,19.27863094527504,19.252417124522754,19.2064325325347,19.250537838554706,19.754690179981246,19.715200105021946,19.875893801443308,19.772844519044106,19.790127322734463,19.67347873534025
Q14315,19.392862297185935,19.553251049072806,19.313637108051346,19.95868010387945,19.859962255759175,19.74901723584719,19.351932284772854,19.523860049257628,19.252919747857057,19.883206521909486,19.824175270282115,19.693536590805348
P10301,18.432822222295783,18.513336293888358,18.555793953919505,18.865049808826228,18.825867936159053,18.6697665641425,18.245922496154634,18.287177265882466,18.216322752736627,18.435249752686357,18.68193383023512,18.564878871886457
P49207,19.169482211937474,19.385247331569143,19.387696571362678,19.262749803804134,19.144419260742346,19.029008120021135,,,,,,
P10809,19.66821313389934,19.6669001076539,19.306866063564655,19.94224483102708,20.21355844428602,20.00133888948508,19.997075796188494,19.967366900897417,19.65634244046072,20.211516508529176,20.484282334905377,20.36142031556543
P20073,17.875898464750243,17.836205354566665,17.888667690427514,17.8248637349577,17.910214425359303,17.830122554416498,18.062221150035636,18.023948146128014,18.082454699947473,17.99007404039229,17.974349606116323,17.885239382406503
P49773,19.330436596980995,19.115405670863126,19.06175747916189,19.373306994574886,19.31334586263424,19.215748640905,19.341169139279263,19.308678988389776,19.121618250117134,19.400876310061616,19.384343209671755,19.319275198216097
Q13557,18.71631227516829,18.90473653968446,18.840874529403436,18.849819443619268,18.898904121328236,18.868470577670106,19.261700120883454,19.26085906644662,19.232984533781806,19.280691240860364,19.337952134849985,19.288896616509568
Q00059,19.10618974614158,18.984320543055873,19.089589099639447,18.903274045498012,18.76903457351595,18.83917548713539,18.255663326288726,18.392411051681837,18.256635644422897,18.249557928724705,18.248994578472924,18.33492355980153
P28072,18.126186445636783,18.272472601233,18.069053731384013,18.366321146910668,18.460943772895963,18.241808628584547,16.389463292872883,16.366877121586757,16.37044051212101,16.737986672103272,16.571108227733124,16.57218209415914
O15273,18.97461812106618,19.135801129755812,18.8388058932913,19.195243221354904,19.013234525302412,19.01222260375816,18.8415326225866,18.987206628491183,18.709814158997776,19.068085477000768,18.869774554343707,18.83176082936156
O95298,20.557424669339017,20.508158184613226,20.689064882479553,20.462126039102124,20.51504625392518,20.468548476350044,20.51684474517042,20.420410538394822,20.554225972123245,20.229494208587408,20.34443118674594,20.408774418605276
Q99959,18.812153233649983,18.85325024406532,18.795176874325985,18.83628448174544,18.801890136637013,18.81893262353468,19.261515687864236,19.251719254387005,19.176550441441638,19.374403618188147,19.201735432043193,19.227251209590897
O75746,20.086155238974797,20.006765840169606,20.09821171707062,20.05269749762699,20.154609332256584,20.12838510371344,19.426864797197403,19.428680069975954,19.431865927308003,19.37323999071953,19.39975547780379,19.378927390929224
P26038,19.336499825927568,19.358002368456063,19.300319242847916,19.35771444642547,19.639367843726966,19.384374262692933,19.333386737871724,19.599991708367384,19.16753009246732,19.31786040528759,19.550304103142885,19.35097842689521
Q96PE7,18.62652540674287,18.679718043467428,18.433442814098665,18.786205005911317,19.123400279035277,18.803915102546707,18.80184253190339,18.703518360069737,18.532317872609404,18.864093929481424,19.1024691438886,18.851532508688514
O95168,19.72542867009594,19.818039117484886,19.829756021471653,19.550074122309436,19.517209938763333,19.61761991422142,,,,,,
P15121,19.306974591918184,19.44468358921281,19.222557413039567,19.59736256482783,19.49219157962559,19.419036684209313,19.221973697805623,19.408109942599026,19.119424547330247,19.477966718477596,19.357529088628745,19.307489517636938
Q08257,19.05600523326557,19.298313212775955,18.72991941550604,19.12474777474654,19.415491468924124,19.149737197767212,19.482098261014407,19.292946169311858,19.209335961961944,19.50491788716879,19.755221208766873,19.583612002218917
P68871,19.7922874884134,21.227421753756836,20.32443090364494,18.605671829375357,18.46518972385026,18.47378104654513,18.943326102239286,20.439599601896017,19.298749119546486,18.296467400360118,18.147653759172886,18.117327710711464
O75112,19.29484758796074,19.227064458763476,19.172964126901896,19.583875968494063,19.341320100208108,19.491631591354533,19.334458163288428,19.391744049076472,19.170847548501495,19.68523678472366,19.294837695900974,19.39902231055909
Q16851,19.49443053359218,19.58366460838008,19.328076631043366,19.821117729678363,19.956082836090136,19.81001355938739,19.470870439046013,19.515529395852724,19.291059063883385,19.74511788478519,19.87365915374499,19.770893344188007
Q13326,18.636956165272117,18.81844121999848,18.857404969317177,18.792442940074867,18.87674273968575,18.751447068531316,17.62052054658433,18.05326478821051,17.702010308088642,17.727218035727144,17.880059797730397,17.841369809104325
Q8NB12,18.631806633435694,18.591818957389425,18.620592925084054,18.443664396024158,18.411261339853713,18.481142881273286,18.737834876507407,18.74670564740317,18.77493109289143,18.637138983119115,18.509813656261173,18.664564191832703
Q9NX14,19.54231398068853,19.5892094890769,19.81516749088482,19.409575322129253,19.540320103043875,19.6353408342462,19.704559719906317,19.786869434525208,19.829935599884767,19.601542302984367,19.694692000960192,19.71704211947627
O95831,19.169376558426872,19.22325656497582,19.371596062229,18.95604068098669,19.41261832475812,19.168574851817965,19.221518044280277,19.27346471301792,19.408120871091498,19.065507225908416,19.453187123687908,19.1643922739211
P24539,21.339479525922837,21.34376924219494,21.673615321724064,21.180497724646244,21.27301128297793,21.13696092590719,20.987007892092155,21.059817751647316,21.30486375390731,20.878960934031785,20.990350067740934,20.863983694381133
Q01082,18.94039275047537,18.871223731218357,18.995238495642912,18.912501929393326,19.047627186655557,18.971745666630788,19.0868312442323,19.062447817412743,19.08694697913338,19.079154348865192,19.180630718558135,19.134534188407326
O15061,18.542295425467728,18.604004846316876,18.471590679002844,18.550519730898994,18.71889708249744,18.644613581937154,18.508951781491866,18.514217672538702,18.429856369372313,18.42545097786129,18.576735580134915,18.497878182606776
P06396,19.370949962742063,19.34508182822021,19.587781635859976,19.302905370838157,19.500795810620367,19.349479938217815,19.38518319762932,19.405182773122622,19.528278586028648,19.290281289201744,19.45260008356803,19.383317620695642
P33121,19.780547376535363,19.884252634457948,20.06643260396703,19.899093076446185,19.86307917336728,19.74695025418606,19.77548341955437,19.829229418238697,20.069029139468693,19.849827825752524,19.853857011556737,19.77968276221832
Q16698,20.197635456667605,19.892715977923267,19.540192056602763,19.875388395570738,19.970387260287396,19.82976453647019,20.807411975928176,20.512385132019613,20.139265663321527,20.47288373707583,20.53766556115889,20.405291663320874
O75208,19.344069537027316,19.449455261272135,19.49426015778509,19.387431386951476,19.5432044829386,19.30538203876549,18.930017011259793,18.973259208271998,18.984767034980393,18.966384653358013,19.06924142930279,18.969606360432856
Q99497,20.303251573639443,20.571469052698962,19.84777052905187,20.511497556046823,20.52016208838438,20.334593363911583,20.224738910591764,20.57833583328695,19.73583198962523,20.43526974720438,20.48586173030545,20.259188878235346
P24844,19.293785385625984,19.30420257083129,19.291058254247528,19.622800763990387,19.64959563775544,19.573845009049162,,,,,,
Q8IWX7,18.76349619049222,18.807572150256174,18.722035991251115,18.79003954384819,18.679500992041497,18.753741090978384,18.70431418549047,18.797377695303446,18.664142940908224,18.85414535137695,18.6278078334427,18.731607706900842
P55072,18.745031067479957,18.900436592751618,18.80871617782989,18.9184130816893,18.910493242187787,18.83700690605311,18.647970205995644,18.868308816627163,18.748029410034366,18.89934160954983,18.874853627383565,18.860157198936992
P26440,18.905127447706125,19.240986163875977,19.01496759835017,19.21630970189417,19.441116805491124,19.31231426190624,19.07638728556849,19.28573956598648,19.166174289896183,19.310959812976087,19.55473123164974,19.392453692119602
P54652,19.533759766951462,19.636242384153995,19.44287076251275,19.96827825787379,20.062211055775744,19.83925674324185,19.662234364193974,19.711030862221204,19.51732516088041,20.06012527444824,20.220199153560802,19.971178054362177
Q02338,19.363171205479468,19.341557196442416,19.355588392843234,18.83818521922686,19.148469556371374,19.037511215374128,19.441237558387055,19.451899790036936,19.405325873571794,18.753525266217206,19.193998118709974,19.075094560963198
Q9NPJ3,19.303823103181376,19.301272900068223,19.0985050606492,19.43448672172266,19.75351955353825,19.3909288383697,19.545909978635752,19.567650692545257,19.29384767586822,19.6854871100302,19.942445061827524,19.608843165149743
P15090,19.17677943757503,19.350195713126904,19.221906857178638,19.568151894849926,19.393866989331887,19.786783307382017,,,,,,
P30101,19.10342164598204,19.04124369890965,19.123725154595608,19.132901314889526,19.389703803224773,19.229746798092478,19.076279496173928,19.049623456366326,19.153866453940246,19.072631888842473,19.335482430691837,19.164063142631313
Q8NDY3,19.42581767260872,19.339213125994164,19.325571174510134,19.134011894003173,18.888837082135378,19.10659141171786,19.331145693887812,19.221658861539748,19.256802531537065,19.0058443618763,18.764941547312414,18.965168189974822
P30048,20.728009337651034,20.675106802986917,20.751170542633748,20.539507675491127,20.554756989683156,20.535854069850817,20.996584719220845,21.006618646979714,21.043396483589998,20.80810052475083,20.918166196349148,20.86229841431369
O00151,19.01633087517197,19.18976183332334,18.98786075485341,19.47062313031436,19.41886144873386,19.314229182613673,19.348494762282144,19.58048198358935,19.414906924141455,19.82693355096631,19.75032556465006,19.663182816833803
P15259,18.024351076087683,18.03111963154012,17.829193146026505,18.143457953797892,18.475316840439096,18.401750345879798,18.342075753423906,18.383706401577115,18.143099167401747,18.423956069147387,18.632536439116834,18.60000089461725
P62906,19.71436179605206,19.645878858971205,19.727743220293,19.723263186641358,19.808996640092854,19.725421729992693,19.767295017193184,19.624623238994,19.824442938539427,19.64439894746402,19.670444901357108,19.700029018035963
P11217,18.989326112358903,18.80136292445066,18.713120892337393,19.28480316165987,19.42193264150616,19.410230633948107,19.02082900843708,18.868041265175325,18.762636604530282,19.313662901682612,19.43064230944866,19.42745343898876
P30038,19.43605855145525,19.547549780138954,19.0215784878207,19.609210306852706,20.00146901557221,19.559054477461512,19.843531325536297,19.91963548497223,19.402230662980315,20.048648693426113,20.39937551535807,19.968493456566215
P27338,18.25733512376382,18.62070570946465,18.495046937599295,18.557359326506678,18.533726864448173,18.620260175892994,18.203299151354475,18.572736821799257,18.400125237278917,18.459951850521715,18.42309308874816,18.48545548410905
Q86TD4,19.950824164788965,19.712702822885554,19.737851607805172,19.833333095081926,19.61796677414525,19.575744452595906,20.40299135843877,20.18851555059901,20.1811680323731,20.23636578540929,20.03796705059115,19.994512079285453
Q6NZI2,19.418923197277895,19.552010693673687,19.567284667740736,19.552296192769578,19.598842384844684,19.528471280516218,19.74092446488486,19.811160546388535,19.850295544890532,19.898787519024847,19.857111477323013,19.891660443034308
P38159,18.742864657336085,18.895963948297204,18.762102344086596,18.66390828438584,18.820994761087157,18.688630059548306,18.21108788466764,18.304467191834163,18.148882680215564,18.17463315141733,18.25292224182904,18.249448674398728
Q5BKX8,19.451616007914343,19.36565305365842,19.436203604690306,19.505574718297698,19.56544574880388,19.6588610263434,18.891353974742977,18.978649829833344,18.735155069002843,18.98189851924514,18.967179614380296,19.001599817091815
P18669,18.207548213830965,18.189343191024022,18.041331622943694,18.403537397140354,18.769920953969297,18.768316805292415,18.216057117601917,18.24884577505643,18.027047456803277,18.372390679814597,18.61898119648027,18.602411805092352
P12111,19.369630081378844,19.427996516751683,19.19240703775639,19.413266449764127,19.906924408377296,19.65776698877404,19.551835703014437,19.59825960002154,19.37698079019973,19.58186600557622,20.01348142461655,19.807646952454142
P50991,18.610700898283312,18.626405981960467,18.709614780817656,18.671835597478786,18.666250428850123,18.64411768977202,18.158898584844124,18.24105212639062,18.26755024525343,18.21165449149306,18.244327596318694,18.27353610490281
O75390,19.819509541485164,19.79788425446763,19.737814597386393,19.85989481769175,20.07367760727968,19.954992038149808,20.21417019619774,20.21665114033814,20.13821804413909,20.236427182836103,20.456349692087294,20.313696189176643
P42126,19.74129744976577,19.527263176163096,19.424346745661236,19.701844867442656,19.943735592109153,19.277803632881376,19.56649819508168,19.3548756548945,19.053251766927612,19.442014063221073,19.71437885211063,18.90020053008449
P10606,18.865891817977673,18.85207225516201,18.691939420520313,18.702264014553098,18.68218021897689,18.800124174589772,20.208711453325126,19.991812907209212,19.956813333630585,19.964629483419298,19.998736406210185,19.80493924710066
P11142,19.80515413063098,19.898646228856233,19.73148560097179,20.188470757981484,20.197634856806754,20.01664448907065,20.496432377293885,20.570507004236745,20.4427406208132,20.79744011653369,20.847057889145592,20.69658954840502
O75306,19.792741324103297,19.87492758708065,19.844779309388933,19.630070970446507,19.576622737199948,19.66291866717948,19.43446228764167,19.512317389055358,19.480665969633524,19.295046558732295,19.33884517243928,19.31306569961358
P07910,18.21930798357123,18.259960440389687,18.23659701947746,18.110445076422884,18.42118754244504,18.286361474879786,18.36869295045874,18.595979500699165,18.344580907404666,18.329305828208632,18.55755812257527,18.419849108431944
P83731,17.33800945576614,17.572900027808945,17.716755838404463,17.535184233135304,17.404742432559637,17.356464866108062,,,,,,
P51884,19.18575059335047,19.364235496640077,19.380784448088114,19.58252945025627,20.021381258475653,19.430192538483645,19.611719342182095,19.77904921929531,19.948178132414192,20.008216043066533,20.553805698014035,19.96595446755476
P62820,18.722024780851594,18.75992393295337,18.743577678182078,18.60369877925395,18.81786220432261,18.7073726141411,18.769522787762288,18.783483000313073,18.760928463154638,18.649955010151853,18.849549265505058,18.792971356821226
P50993,19.416220378684685,19.392632919115808,19.34924977838632,19.51300539698672,19.570864533945596,19.37549196366888,19.785235060905684,19.68176385819197,19.666182680789742,19.886785269262994,19.894945030636904,19.728136555540754
P68104,19.449814979269473,20.064805025198748,19.559062097751006,19.740884503555787,19.79093229690885,19.904756131694075,19.49534822824662,20.237602491642665,19.638117987836015,19.84734311735309,19.964520429119393,20.072245807605253
Q9NRV9,17.38146268281779,17.488852189898093,17.518764555801482,17.528755505598987,17.64833300317567,17.618206244064446,17.911273010690355,18.025727170785856,18.057824286067703,18.027373276102235,18.06438664596819,17.999493594208563
P62277,18.77687153449993,18.94040680260529,19.208005679760458,18.91810474509433,19.34534460179595,19.040221482967816,,,,,,
O14958,20.318024364976928,20.274140950161478,20.378919423792134,20.278858906036447,20.306145518802992,20.08214297171162,20.401077270581833,20.359582747213413,20.400799194476434,20.34015715209348,20.369158385645765,20.126079653450905
P02647,18.730195366615547,18.8136011561889,19.474752618750973,18.09255498059135,18.24098772391379,18.176393926044145,19.546082900292653,19.57998821353508,20.317639629046603,18.70267702088905,18.909597217530912,18.79613824303723
O14907,18.231577459585807,18.52115374543815,18.109644491359752,18.190876012100112,18.238640311265836,18.25737633217389,,,,,,
Q02218,19.47135780403075,19.578963416210808,19.52512280719946,19.591063706822574,19.623550802361706,19.592717072986407,19.311924331365322,19.408184180065103,19.35999839843752,19.442454859026576,19.468673556759533,19.44629066387654
P12814,18.976826997521904,19.130107983274186,19.02833148632021,19.25145867093865,19.725351062196562,19.48468996362345,18.98276089551784,19.120223471990844,18.986248454689385,19.19934450294745,19.780740601257857,19.47054790669336
P08238,18.88291038380679,19.03687538704699,18.911935511954603,19.13390890206619,19.279121322525977,19.141904712714382,18.905320217476326,19.05393966544598,18.930035988546255,19.135604411387487,19.25599885009123,19.157633938737387
Q9P0J0,20.970194150218155,20.998446277263696,21.057475967919085,20.817171303165427,20.94195909996565,21.094824257868254,21.495109414750466,21.60004911693094,21.597973077940715,21.25281656176003,21.472036195207952,21.59152668369248
P62910,17.796610021893883,17.980898221444477,18.32670377605337,18.25019430957796,18.10872607614604,17.999289880879534,17.794219117177327,17.910885696390064,18.172591095706245,18.130326721429135,18.035875703915025,17.982556365262003
Q13813,18.736140843369775,18.743104474459535,18.745909736586857,18.674517464199123,18.847464747603695,18.738602105571857,18.76765331125589,18.746047362788335,18.756163085023193,18.687552974645875,18.80800512545394,18.750176632388197
P24534,18.67137060871354,18.78081312392772,18.669333783525214,19.016381208157384,19.163534209410646,19.020309920352727,18.594638059756942,18.5916635748158,18.497220332606677,18.988435975497087,19.081018711798848,18.953813731192252
P23284,18.847940250535466,18.877408972582725,18.804030158104947,18.872972405441562,19.27511283711425,19.116814349549976,19.15912791081512,19.140156994503265,19.05870854128964,19.103970314256596,19.803007339220954,19.3154989757269
P34931,19.260787802360603,19.295456906758883,19.10718549994215,19.33502053032796,19.660075999682167,19.45593830877914,19.59933415863442,19.616440364770046,19.436723740197124,19.8342205311975,20.154891023025915,19.889442571395797
P18124,19.13945992206079,19.142925223549835,19.166234689834663,19.148912462858316,19.25045849872231,19.125488138029162,19.29700467926043,19.427891832616464,19.38711068997085,19.309516321567646,19.471136365282064,19.286419009963367
P16615,19.72882730333944,19.466338950705627,19.78382697227914,19.32064315089603,19.118695536425847,19.05785971003867,19.483922147859836,19.228320517788667,19.507864308499386,19.081688871861896,18.869915553519295,18.862208939385187
O43707,18.96329687394059,19.10429790480365,19.014994477283636,19.221915115101133,19.72902500704512,19.4685068732764,19.05640140047298,19.187992525203555,19.10191472494457,19.283457261035156,19.889648260754008,19.579197918176913
Q9H987,19.425684436691622,19.685748237787948,19.391730961342112,19.962112197203187,19.904631784793143,19.88786822845471,19.44246075159371,19.67648258104448,19.425167232013596,19.865013640511677,19.808136293931952,19.724918475210636
O43169,18.162666686020387,18.10738567173035,18.16335730647429,18.171514010101784,18.216217726819977,18.089874570457855,,,,,,
P98160,18.620900940541325,18.65105053463364,18.677708976073344,18.714195736314313,18.83478035358446,18.727720638681134,18.78526400891884,18.793340590404643,18.830450215904218,18.83475122515498,19.02735291792672,18.909968651754298
Q5VTT5,19.56161843043762,19.678092560081147,19.73630912051051,19.612386374015347,19.715524768569303,19.693807306433026,19.297627528038618,19.40576046948768,19.32685790354658,19.28788244974486,19.348977280082607,19.343878818595215
P13639,18.889564743835248,18.850104164591894,18.921154110729024,18.76706557497126,18.777597644911438,18.780044819829907,19.065763980715264,19.0223654829527,19.04355850117854,19.00714128734698,19.065871769933775,19.028533190513496
P35222,19.425412969359577,19.532215601059804,19.439993834434524,19.61025649991606,19.38321736569562,19.433497319672384,19.581775791327516,19.722804529997934,19.642985061715876,19.789591909417155,19.535194107291012,19.626984476244065
Q99798,20.024153548933143,19.90319288802571,19.570306009459195,20.147093663710297,20.412928762103764,20.082924523746318,19.92988118783775,19.83247475135602,19.429847095476575,20.024128044312025,20.242696860902225,19.968577336265167
P14923,19.676911088484495,19.560490825598862,19.651299923920714,19.61175188176676,19.597147496052173,19.416938594411466,19.75419124217095,19.64649498826322,19.66575574453476,19.647980285902715,19.671954774659383,19.487068180035248
O15173,19.719497031713484,19.686913386759645,19.60187005948735,19.771423779290622,19.851657933894245,19.763058338134055,19.65606308269757,19.57578776474764,19.413461828402923,19.565314836383234,19.67368587852671,19.563698279451398
